;;;;;;91004D0036EB6901;0000000000000000;;;
;;;;;;540031001D1BE001;0000000000000000;;;
;;;;;;FF00000036ECAF01;0000000000000000;;;
;;;;;;EE00000003B39501;0000000000000000;;;
;;;;;;270000001CD74D01;0000000000000000;;;
;;;;;;360000003CCEEB01;0000000000000000;;;
;;;;;;2700000087DCEE01;0000000000000000;;;
;;;;;;3B0000001CD83801;0000000000000000;;;
;;;;;;E700000052E7DD01;0000000000000000;;;
;;;;;;1900000066EC6701;0000000000000000;;;
;;;;;;E600000020F93E01;0000000000000000;;;
;;;;;;0D000000094F8A01;0000000000000000;;;
;;;;;;A4000000246CDE01;0000000000000000;;;
;;;;;;2300000035691201;0000000000000000;;;
;;;;;;95000000248CDB01;0000000000000000;;;
;;;;;;AB000000246F0901;0000000000000000;;;
;;;;;;AB00000052E7E501;0000000000000000;;;
;;;;;;6B000000248DFC01;0000000000000000;;;
;;;;;;B30000007ACFE301;0000000000000000;;;
;;;;;;4A000000245FD101;0000000000000000;;;
;;;;;;980000008A280801;0000000000000000;;;
;;;;;;B700000024899C01;0000000000000000;;;
;;;;;;8000000024783C01;0000000000000000;;;
;;;;;;47000000247E2C01;0000000000000000;;;
;;;;;;6400000024839E01;0000000000000000;;;
;;;;;;4000000052C0A401;0000000000000000;;;
;;;;;;5300000024723E01;0000000000000000;;;
;;;;;;CC00000024615C01;0000000000000000;;;
;;;;;;F90000007FA14C01;0000000000000000;;;
;;;;;;2E00000065D7EF01;0000000000000000;;;
;;;;;;6900000003B38101;0000000000000000;;;
;;;;;;BE0000007D97CA01;0000000000000000;;;
;;;;;;9100000003B38A01;0000000000000000;;;
;;;;;;080000001CFC7001;0000000000000000;;;
;;;;;;350000001CBB7701;0000000000000000;;;
;;;;;;950000001CBE8701;0000000000000000;;;
;;;;;;EC00000007793F01;0000000000000000;;;
;;;;;;E1000000246D3601;0000000000000000;;;
;;;;;;BF00000024739201;0000000000000000;;;
;;;;;;3C0000007AD28701;0000000000000000;;;
;;;;;;20000000248E5F01;0000000000000000;;;
;;;;;;3100000024868A01;0000000000000000;;;
;;;;;;2400000024789701;0000000000000000;;;
;;;;;;420000003D3ECE01;0000000000000000;;;
;;;;;;2E000000247AFA01;0000000000000000;;;
;;;;;;6700000024622001;0000000000000000;;;
;;;;;;77000000247BE001;0000000000000000;;;
;;;;;;E400000051F8AD01;0000000000000000;;;
;;;;;;9300000007991101;0000000000000000;;;
;;;;;;F500000007787701;0000000000000000;;;
;;;;;;5600000024875801;0000000000000000;;;
;;;;;;2F0000003D227F01;0000000000000000;;;
;;;;;;510000003C3DB301;0000000000000000;;;
;;;;;;420000005302E701;0000000000000000;;;
;;;;;;E100000024765C01;0000000000000000;;;
;;;;;;1C0000002475DF01;0000000000000000;;;
;;;;;;39000000246B4201;0000000000000000;;;
;;;;;;1E00000020E51001;0000000000000000;;;
;;;;;;410000008BFE1201;0000000000000000;;;
;;;;;;6300000052C10201;0000000000000000;;;
;;;;;;530000007A9BC701;0000000000000000;;;
;;;;;;C40000001CEE5701;0000000000000000;;;
;;;;;;890000001CB48F01;0000000000000000;;;
;;;;;;F30000001D086901;0000000000000000;;;
;;;;;;780000007B48F401;0000000000000000;;;
;;;;;;350000007A9FED01;0000000000000000;;;
;;;;;;8600000024688001;0000000000000000;;;
;;;;;;E80000001CBE8B01;0000000000000000;;;
;;;;;;4B0000001CEF1601;0000000000000000;;;
;;;;;;5300000009687D01;0000000000000000;;;
;;;;;;BB0000003564D701;0000000000000000;;;
